time,true_x,true_y,true_z,trained_x,trained_y,trained_z
7.08,-8.065181860286255,-10.312106016495806,23.068250373573417,-7.468736961796242,-9.556548359287468,22.445093861129152
7.09,-8.293090025436065,-10.601420149708355,23.305301967396854,-7.682239670570232,-9.873914981971492,22.579789303537524
7.1000000000000005,-8.526227412632048,-10.877343816634328,23.58340135394563,-7.905470129138345,-10.188024555358043,22.756144763187397
7.11,-8.762613003038867,-11.135503111155234,23.901890408273502,-8.137029423988594,-10.49535710334386,22.974968636979632
7.12,-9.000024193795939,-11.371250047672756,24.259424136893795,-8.375296736287668,-10.791968254455934,23.23663575030552
7.13,-9.235997908654785,-11.57975431138702,24.653874948767626,-8.618411056900952,-11.07351217688828,23.540982508074585
7.140000000000001,-9.467841767226254,-11.756124572837658,25.082249086625556,-8.864257941922997,-11.33528855056064,23.887196888195593
7.15,-9.692657159172631,-11.895559122898817,25.54062386194736,-9.11046329552028,-11.572317575893365,24.273708308445002
7.16,-9.907375779302106,-11.993523130155138,26.02411490965457,-9.35439635047844,-11.779446108019345,24.698084235347856
7.17,-10.10881062534916,-12.045946755973976,26.526882788782373,-9.593184033924246,-11.951486521959243,25.156942085903033
7.18,-10.293721667432543,-12.049435292347757,27.042187029802182,-9.823738685540498,-12.083387470537089,25.645886120847596
7.19,-10.458895295698696,-12.001477789139678,27.562494366835637,-10.042800742956947,-12.170433027526995,26.1594797249039
7.2,-10.601235476121202,-11.900641746713378,28.079641757274437,-10.246997440285247,-12.208462659489026,26.6912641114481
7.21,-10.717863357396142,-11.746734340060822,28.585054393623228,-10.432917305379855,-12.194101320997238,27.23383132703617
7.22,-10.806220475671207,-11.540915772831761,29.07000909286256,-10.59719938439432,-12.124985218689385,27.77895786700633
7.23,-10.864170007271234,-11.285749321855,29.525930865456402,-10.736634486479444,-11.999965318436887,28.317800877746258
7.24,-10.890089647127073,-10.985178143417814,29.944704138492387,-10.848274378461477,-11.819270354663368,28.84115236602719
7.25,-10.882949687139206,-10.644424430436908,30.318977294058886,-10.929543316879753,-11.58461108177027,29.339740969297456
7.26,-10.842370411227511,-10.269813797372391,30.642438001098533,-10.978345491288724,-11.299210806295878,29.804564803602545
7.2700000000000005,-10.768654084488533,-9.868535063253852,30.91003830100283,-10.993161150297997,-10.967752547618758,30.227233309261525
7.28,-10.66278855602859,-9.448352344718517,31.11815239928334,-10.973124474347225,-10.596240485520212,30.600293316116908
7.29,-10.526421691093816,-9.017290854984463,31.264656775985298,-10.918076973825178,-10.191781573390253,30.917514017984864
7.3,-10.361808011373355,-8.583320321618919,31.34892923182385,-10.828591673934431,-9.762301973368281,31.174107693722206
7.3100000000000005,-10.1717311264109,-8.154058995462037,31.371771588301264,-10.70596599336239,-9.31621853063498,31.36687124789646
7.32,-9.959407172827499,-7.736517914535615,31.33526715454672,-10.552182772570015,-8.862091527151852,31.494237403120223
7.33,-9.728375678735503,-7.33690010591272,31.242589094041833,-10.369842290131505,-8.408284995956253,31.55623704405597
7.34,-9.482384715235172,-6.960462754231066,31.097778399319203,-10.16206986901047,-7.962659308691117,31.554380638855157
7.3500000000000005,-9.225276974992648,-6.611444034665884,30.905510266942006,-9.932405425761148,-7.532315964673483,31.491474101717802
7.36,-8.960882833590988,-6.29305041265035,30.670866341297142,-9.68468239357815,-7.123407938650473,31.37138912004649
7.37,-8.692924752999659,-6.007496319667759,30.399125447338378,-9.42290351831832,-6.741021381846993,31.198809409362312
7.38,-8.424936840580864,-5.7560848050685145,30.095583769725216,-9.151120796703776,-6.389127396587021,30.97897418634347
7.390000000000001,-8.160201150068321,-5.539317134386971,29.765408997702167,-8.873325067812766,-6.070596988913177,30.717435156499835
7.4,-7.901701399802348,-5.357019296714865,29.413530401542427,-8.593350346861804,-5.787268057191712,30.419841915725247
7.41,-7.652093518132905,-5.208474899077831,29.04456334842988,-8.31479548468692,-5.54005113686631,30.091763176671975
7.42,-7.413691583159713,-5.092555697322748,28.662764700485948,-8.040964633933363,-5.329060228894051,29.73854796806457
7.43,-7.188467141328737,-5.007843314692422,28.27201426563043,-7.774826472105549,-5.153756004842305,29.365226555549444
7.44,-6.978059543106773,-4.952737726980272,27.87581691983862,-7.518991045706082,-5.013090666232703,28.97644797549634
7.45,-6.78379492819884,-4.925550113490684,27.477320301763907,-7.275702287465443,-4.905646008545181,28.57644914158278
7.46,-6.60671137498516,-4.924579027220123,27.079343066098925,-7.046843765397404,-4.829758817400449,28.16904955528412
7.47,-6.4475881302536635,-4.948170244697157,26.684409824324607,-6.833955071571501,-4.783630013183164,27.757665645796656
7.48,-6.30697700390489,-4.994761290491665,26.294789499453554,-6.638256079930515,-4.765415698864106,27.345338757617583
7.49,-6.185234337708159,-5.062912172341997,25.912534618823862,-6.460676708667014,-4.773300106536853,26.93477212557992
7.5,-6.082552253333155,-5.1513240788594175,25.539519792388244,-6.301889926546576,-4.8055512027773695,26.528372663189582
7.51,-5.998988200218549,-5.258847844490502,25.177478224272377,-6.162346129831254,-4.860560539791145,26.128294501218015
7.5200000000000005,-5.934492069249972,-5.384483879633309,24.828035563066617,-6.042307349287639,-4.936869271198293,25.736482032266085
7.53,-5.888930369660115,-5.52737508585123,24.492740740729896,-5.9418801405544786,-5.033182260488438,25.354711041177136
7.54,-5.862107145564343,-5.686794049690084,24.17309367633517,-5.861046058448513,-5.148372555329559,24.984626764774703
7.55,-5.8537814580818,-5.862125498590094,23.870569856008245,-5.799689463763794,-5.281477521011345,24.627778876865502
7.5600000000000005,-5.86368129573643,-6.05284510893475,23.586641837843842,-5.7576218662350405,-5.431688595560419,24.285652843677262
7.57,-5.891514067829095,-6.258494743287035,23.322797782702825,-5.734602738679373,-5.5983357959426785,23.959697881915908
7.58,-5.936973537291572,-6.478654980549088,23.080556954596997,-5.7303566976925175,-5.780867957456175,23.651351631169504
7.59,-5.9997433522513735,-6.71291502625354,22.861482141854072,-5.744586986221093,-5.978829477126547,23.362061748455172
7.6000000000000005,-6.0794972837957255,-6.960840089484693,22.66718874838753,-5.776985333186634,-6.191834063913134,23.093304520419746
7.61,-6.175896204223289,-7.22193633598487,22.499350214466613,-5.827238250024445,-6.4195358119104675,22.84660056514382
7.62,-6.288581899635788,-7.4956134587872825,22.359699228485177,-5.895029859616834,-6.661597747356585,22.623527553069355
7.63,-6.417167806838986,-7.781144957860488,22.250024014162378,-5.980041353488483,-6.917657880912443,22.425729729477265
7.640000000000001,-6.5612267441920356,-8.077626324147406,22.172158878344046,-6.081947156035535,-7.187292745770405,22.25492388311076
7.65,-6.720275736301943,-8.383931511856488,22.127967910680503,-6.200407870032838,-7.469978374455547,22.1129011846531
7.66,-6.893758096078244,-8.698668376900898,22.11932067152689,-6.335060062730492,-7.765048655162502,22.00152412690903
7.67,-7.081022954606728,-9.020134058960616,22.148058648490647,-6.485502945452034,-8.071651288339954,21.922717559964628
7.68,-7.281302545919273,-9.346271770871477,22.215951189489193,-6.651282034950615,-8.388701582774372,21.87845282539073
7.69,-7.493687682387828,-9.674630971095306,22.324639723675492,-6.831869883979162,-8.714834622018307,21.870723526319956
