time,true_x,true_y,true_z,sindy_x,sindy_y,sindy_z
1.07,-9.348616606033856,-8.359658366657397,29.288969630532016,-9.360480367357846,-8.437441647682599,29.22793363584757
1.08,-9.244695662563123,-8.15763248687957,29.275872504680432,-9.263333023738715,-8.240210731302096,29.225058701774298
1.09,-9.131700727525567,-7.961423821667612,29.23619957202135,-9.156888877956924,-8.047585442745415,29.19624531836593
1.1,-9.011163898910308,-7.773370222194681,29.17105987619378,-9.042581327198832,-7.861889982293463,29.142412082226656
1.11,-8.884681750225745,-7.595552066317776,29.081870391927943,-8.921917539981223,-7.6852198586438485,29.06479026919646
1.12,-8.753883422259339,-7.429769705848579,28.97030214228314,-8.79644840048236,-7.5194158319014095,28.96487496268665
1.1300000000000001,-8.620400366188477,-7.277532864210318,28.838226144515605,-8.6677393725784,-7.366048981057898,28.84437452911796
1.1400000000000001,-8.4858383449505,-7.140060712190705,28.687660825153646,-8.537343221872332,-7.226416177799197,28.705160760344963
1.1500000000000001,-8.351752630240439,-7.018291289864929,28.5207232622444,-8.40677535268546,-7.101544772516997,28.54922162960744
1.16,-8.21962681649143,-6.912898411332001,28.339585521662748,-8.277492314786357,-6.99220497123063,28.378618164492977
1.17,-8.090855545707898,-6.824314151786933,28.14643699867015,-8.150873827869761,-6.898928204245992,28.195446475478608
1.18,-7.966731217352162,-6.75275503272362,27.943453197692406,-8.028208474441868,-6.822029745232982,28.001805532032996
1.19,-7.848434557276825,-6.698250158661657,27.732770949374146,-7.91068303481515,-6.761633910008878,27.79977088041967
1.2,-7.737028780477915,-6.660669605383719,27.5164697575071,-7.79937528876773,-6.717700319564185,27.591374167260877
1.21,-7.633456991513844,-6.6397521366691725,27.296558727890755,-7.695249991075943,-6.6900499227369545,27.378588079257007
1.22,-7.5385423808908865,-6.6351307497767715,27.074968405531777,-7.599157643517781,-6.678389713549631,27.163316132037554
1.23,-7.452990702300018,-6.6463556597234525,26.853546701677203,-7.511835632571391,-6.682335323963644,26.94738663331953
1.24,-7.377394550936268,-6.672914035295934,26.63405814468751,-7.433911276611827,-6.701430907288876,26.732550096545907
1.25,-7.312238950955213,-6.714246267412011,26.418185646225773,-7.365906324617733,-6.735165938844512,26.52047937827443
1.26,-7.257907758133493,-6.769758636193151,26.20753403953176,-7.308242465444164,-6.782988741802699,26.3127718428527
1.27,-7.21469058413614,-6.838832422940806,26.003634899006144,-7.261247437753281,-6.844316694931604,26.11095290933321
1.28,-7.182789594815889,-6.920829583665649,25.807951648682028,-7.225161371394102,-6.918543195712846,25.91648039815987
1.29,-7.162326184593241,-7.015095249316616,25.621884920021703,-7.2001430374840325,-7.005041540176716,25.730749160802187
1.3,-7.153347060788389,-7.1209572833269394,25.44677741156509,-7.186275733619606,-7.103165944171175,25.55509553852281
1.31,-7.155829574169217,-7.23772321884949,25.283917939787287,-7.183572580204761,-7.212249974854414,25.390801253183174
1.32,-7.169686139003875,-7.364674946358999,25.134544338803163,-7.191981052204215,-7.331602691419419,25.239096381541724
1.33,-7.1947676392778055,-7.501061445456036,24.99984491418299,-7.211386616775667,-7.46050281560139,25.10116110457953
1.34,-7.230865738676275,-7.646089954178518,24.88095816849238,-7.241615390820543,-7.598191270156736,24.978125955933347
1.35,-7.277714066018424,-7.798915965685342,24.778970537299752,-7.2824357735953145,-7.743862441240193,24.87107032044076
1.36,-7.3349882945969735,-7.95863244611748,24.69491192076822,-7.333559048547893,-7.896654541783117,24.781018957816215
1.37,-7.402305172704434,-8.124258748351545,24.629748791961973,-7.394638986142292,-8.055639479943402,24.70893635092878
1.3800000000000001,-7.479220594434078,-8.294729647473266,24.584374742598275,-7.46527051635679,-8.219812670780257,24.655718706802904
1.3900000000000001,-7.565226840330775,-8.468885066854533,24.559598313866413,-7.544987576556818,-8.388083270795258,24.62218347551889
1.4000000000000001,-7.6597491219680895,-8.645460938598138,24.55612806720771,-7.633260278201136,-8.559265362771443,24.609056301925833
1.41,-7.7621417670090995,-8.82308234214267,24.574554785140034,-7.72949157475914,-8.732070669977706,24.61695539181077
1.42,-7.871684130255379,-9.000258756593967,24.615331193100477,-7.833013653372379,-8.90510343015192,24.646373361881356
1.43,-7.987576657587207,-9.175382975267175,24.67874910328844,-7.943084313768131,-9.076858104957562,24.697656754774954
1.44,-8.108937382920322,-9.34673399844078,24.764914642589233,-8.05888363872116,-9.24572063213918,24.770983538343263
1.45,-8.23479929373313,-9.512484897637426,24.873722089265403,-8.179511299241094,-9.4099739361698,24.8663390726428
1.46,-8.364108930482242,-9.670716238253304,25.004827032901304,-8.303984872135501,-9.567808388111338,24.983491215814364
1.47,-8.495726728566128,-9.819435808672784,25.157620013528657,-8.431239574322714,-9.717337835264733,25.121965445241116
1.48,-8.628429503052974,-9.956604981089033,25.33120199763625,-8.560129833202824,-9.856621694987524,25.28102108290092
1.49,-8.76091553904055,-10.080172059157348,25.52436289815586,-8.689433110791942,-9.983693415098056,25.459629918729718
1.5,-8.891812724848362,-10.188112500060564,25.73556507179579,-8.817856376251628,-10.096595339701814,25.656458703689964
1.51,-9.019690026453127,-10.27847529165028,25.96293357190478,-8.94404557203162,-10.193419683305766,25.86985711150673
1.52,-9.143072558748697,-10.349434844463753,26.20425468176631,-9.066598338955085,-10.2723549146976,26.097852818160863
1.53,-9.260460394486138,-10.399346790505865,26.456984720208354,-9.184080152670196,-10.331736401694432,26.338155294885183
1.54,-9.370350932586316,-10.426805357475814,26.71827034538295,-9.295043877610613,-10.370099695324523,26.588169729656265
1.55,-9.471264633645355,-10.430700386309184,26.984981263053626,-9.398052567766753,-10.386234374741008,26.84502216757051
1.56,-9.561773628601502,-10.410270852811111,27.253756007062293,-9.491705142683296,-10.379235978332218,27.105596486954198
1.57,-9.640532304349332,-10.365151531314762,27.521060031512214,-9.574664352726154,-10.348553263334571,27.36658321613958
1.58,-9.70630901706474,-10.2954101767669,27.783255039140524,-9.64568623427641,-10.294027916545673,27.624539474651744
