true_x,true_y,true_z,pred_x,pred_y,pred_z
-5.364525,-6.3241262,21.57114,-5.3646064,-6.3261623,21.565495
-5.4697275,-6.6137676,21.349216,-5.469813,-6.6158967,21.343063
-5.593255,-6.9193854,21.156687,-5.5933433,-6.921602,21.150068
-5.734878,-7.2408376,20.99561,-5.7349706,-7.2431526,20.98858
-5.894369,-7.5778217,20.868187,-5.894466,-7.58026,20.86082
-6.071482,-7.929816,20.776775,-6.071584,-7.932409,20.76915
-6.265932,-8.296019,20.723856,-6.266041,-8.298806,20.716082
-6.477369,-8.675285,20.71203,-6.4774857,-8.678308,20.704224
-6.7053475,-9.066054,20.743977,-6.705474,-9.069355,20.736294
-6.9492936,-9.466276,20.82241,-6.9494305,-9.469892,20.815023
-7.208465,-9.873342,20.950008,-7.208613,-9.877289,20.943129
-7.4819136,-10.284009,21.129333,-7.4820724,-10.288289,21.123188
-7.768438,-10.694343,21.362719,-7.768606,-10.698925,21.357561
-8.066542,-11.099661,21.652136,-8.066717,-11.1044855,21.648241
-8.374389,-11.494508,21.999033,-8.374567,-11.499464,21.996685
-8.689759,-11.872657,22.404154,-8.689935,-11.877582,22.40363
-9.010017,-12.227153,22.867327,-9.010181,-12.231825,22.868883
-9.332084,-12.5504,23.387259,-9.332228,-12.554542,23.39109
-9.652427,-12.834321,23.961311,-9.652537,-12.837604,23.967533
-9.967064,-13.0705805,24.5853,-9.967129,-13.072633,24.593914
-10.2716,-13.250871,25.253342,-10.271606,-13.251314,25.264189
-10.561283,-13.367283,25.957737,-10.561216,-13.365759,25.97048
-10.831095,-13.412717,26.68897,-10.830947,-13.408946,26.703054
-11.075879,-13.381338,27.435795,-11.0756445,-13.375164,27.450464
-11.290492,-13.26903,28.18546,-11.290173,-13.260486,28.199768
-11.469991,-13.073812,28.924068,-11.469597,-13.063175,28.936937
-11.609829,-12.796172,29.637068,-11.609381,-12.783991,29.647371
-11.706069,-12.439278,30.309832,-11.705597,-12.426363,30.316532
-11.755581,-12.009012,30.928333,-11.755123,-11.996404,30.93059
-11.756219,-11.513835,31.479797,-11.755818,-11.502701,31.477127
-11.70696,-10.964447,31.953331,-11.706658,-10.955951,31.945702
-11.607982,-10.373297,32.34043,-11.607816,-10.368429,32.328316
-11.460693,-9.753949,32.635326,-11.460686,-9.753384,32.619713
-11.267685,-9.120403,32.835148,-11.267843,-9.124354,32.817406
-11.032625,-8.48639,32.93989,-11.032938,-8.494558,32.92164
-10.760102,-7.86475,32.952183,-10.760538,-7.8763313,32.9351
-10.455422,-7.2669053,32.87692,-10.455936,-7.280695,32.862522
-10.124393,-6.702494,32.7208,-10.124932,-6.717038,32.71024
-9.77309,-6.179152,32.491806,-9.773598,-6.1929617,32.485794
-9.407635,-5.7024536,32.19869,-9.408063,-5.7141967,32.197437
-9.034002,-5.2759895,31.850498,-9.034313,-5.2846413,31.85375
-8.657851,-4.901542,31.456196,-8.658023,-4.906493,31.463314
-8.284393,-4.5793376,31.02433,-8.28442,-4.580406,31.034449
-7.9183016,-4.30833,30.562828,-7.9181924,-4.305737,30.574966
-7.5636563,-4.086499,30.07886,-7.5634317,-4.0807767,30.092056
-7.223922,-3.9111316,29.578777,-7.223608,-3.9030135,29.59217
-6.90195,-3.7790778,29.068108,-6.901579,-3.7693803,29.081015
-6.6000104,-3.6869698,28.551596,-6.599612,-3.6765,28.563505
-6.3198338,-3.6314003,28.033268,-6.3194346,-3.6208806,28.043854
